鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,來源資料夾_,新竹市,房地(土地+建物)+車位,新竹市新竹市東區介壽路19號旁-A6-2F,19.5,住,Unnamed: 5,Unnamed: 6,1060601,土地13建物1車位1,二層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,Unnamed: 14,156.19,3,2,2.1,有,無,13110000,98844,坡道平面,37.72,1400000,Unnamed: 26,RPQNMLSLKIMFFAO66CB,國泰禾,Unnamed: 29,來源資料夾
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口I棟10樓,14.42,其他,,,1051222.0,土地1建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.15,2.0,2.0,1.0,有,無,5810000.0,60963.0,坡道平面,27.43,950000.0,,RPOPOLRJLHMFFAO56CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口I棟11樓,14.42,其他,,,1051223.0,土地1建物1車位1,十一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.15,2.0,2.0,1.0,有,無,5800000.0,59584.0,坡道平面,27.43,1050000.0,,RPPPOLRJLHMFFAO66CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口N棟8樓,22.1,其他,,,1051223.0,土地1建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.74,3.0,2.0,2.0,有,無,8370000.0,60012.0,坡道平面,27.43,1150000.0,,RPQPOLRJLHMFFAO76CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口N棟13樓,22.1,其他,,,1051223.0,土地1建物1車位1,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.74,3.0,2.0,2.0,有,無,8310000.0,59513.0,坡道平面,27.43,1150000.0,,RPRPOLRJLHMFFAO86CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口N棟10樓,22.1,其他,,,1051223.0,土地1建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.74,3.0,2.0,2.0,有,無,8450000.0,60677.0,坡道平面,27.43,1150000.0,,RPSPOLRJLHMFFAO96CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口N棟10樓,22.1,其他,,,1051222.0,土地1建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.74,3.0,2.0,2.0,有,無,8510000.0,60344.0,坡道平面,27.43,1250000.0,,RPTPOLRJLHMFFAO07CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口P棟1樓,40.84,其他,,,1051223.0,土地1建物1車位2,一層,14.0,店面(店鋪),商業用,鋼筋混凝土造,,189.24,0.0,0.0,0.0,無,無,19130000.0,131597.0,坡道平面,59.83,2100000.0,,RPUPOLRJLHMFFAO17CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口N棟12樓,22.1,其他,,,1051222.0,土地1建物1車位1,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.74,3.0,2.0,2.0,有,無,8310000.0,59513.0,坡道平面,27.43,1150000.0,,RPVPOLRJLHMFFAO27CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口Q棟1樓,31.82,其他,,,1051223.0,土地1建物1車位1,一層,14.0,店面(店鋪),商業用,鋼筋混凝土造,,133.26,0.0,0.0,0.0,無,無,13860000.0,122513.0,坡道平面,30.74,1300000.0,,RPWPOLRJLHMFFAO37CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口N棟14樓,22.1,其他,,,1051227.0,土地1建物1車位1,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.74,3.0,2.0,2.0,有,無,7850000.0,55689.0,坡道平面,27.43,1150000.0,親友、員工或其他特殊關係間之交易。買受人2人,RPXPOLRJLHMFFAO47CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口N棟7樓,22.1,其他,,,1051222.0,土地1建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.74,3.0,2.0,2.0,有,無,8430000.0,59679.0,坡道平面,27.43,1250000.0,,RPOQOLRJLHMFFAO66CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口N棟11樓,22.1,其他,,,1051227.0,土地1建物1車位1,十一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.74,3.0,2.0,2.0,有,無,8380000.0,59264.0,坡道平面,27.43,1250000.0,,RPPQOLRJLHMFFAO76CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口N棟6樓,22.1,其他,,,1060103.0,土地1建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.74,3.0,2.0,2.0,有,無,8300000.0,59430.0,坡道平面,27.43,1150000.0,,RPQQOLRJLHMFFAO86CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口M棟10樓,21.09,其他,,,1051223.0,土地1建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,140.74,3.0,2.0,2.0,有,無,8030000.0,60718.0,坡道平面,27.43,1150000.0,,RPRQOLRJLHMFFAO96CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口M棟12樓,21.09,其他,,,1051226.0,土地1建物1車位1,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,140.74,3.0,2.0,2.0,有,無,7810000.0,59659.0,坡道平面,27.43,1050000.0,,RPSQOLRJLHMFFAO07CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口M棟13樓,21.09,其他,,,1051226.0,土地1建物1車位1,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,140.74,3.0,2.0,2.0,有,無,7840000.0,59042.0,坡道平面,27.43,1150000.0,,RPTQOLRJLHMFFAO17CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口N棟3樓,22.1,其他,,,1051227.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.74,3.0,2.0,2.0,有,無,7860000.0,55773.0,坡道平面,27.43,1150000.0,,RPUQOLRJLHMFFAO27CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口N棟2樓,22.1,其他,,,1051221.0,土地1建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.74,3.0,2.0,2.0,有,無,7660000.0,53279.0,坡道平面,27.43,1250000.0,,RPVQOLRJLHMFFAO37CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口M棟11樓,21.09,其他,,,1051222.0,土地1建物1車位1,十一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,140.74,3.0,2.0,2.0,有,無,7770000.0,59306.0,坡道平面,27.43,1050000.0,,RPWQOLRJLHMFFAO47CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口N棟5樓,22.1,其他,,,1051221.0,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.74,3.0,2.0,2.0,有,無,8350000.0,59014.0,坡道平面,27.43,1250000.0,,RPXQOLRJLHMFFAO57CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口N棟4樓,22.1,其他,,,1051222.0,土地1建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.74,3.0,2.0,2.0,有,無,8010000.0,56188.0,坡道平面,27.43,1250000.0,,RPOROLRJLHMFFAO76CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口M棟14樓,21.21,其他,,,1051223.0,土地1建物1車位1,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,144.05,3.0,2.0,2.0,有,無,7920000.0,58424.0,坡道平面,30.74,1300000.0,,RPQROLRJLHMFFAO96CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口L棟8樓,25.91,其他,,,1060103.0,土地1建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,174.08,3.0,2.0,2.0,有,無,10660000.0,64166.0,坡道平面,27.43,1250000.0,親友、員工或其他特殊關係間之交易。,RPRROLRJLHMFFAO07CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口L棟4樓,26.87,其他,,,1051226.0,土地1建物1車位2,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,203.17,3.0,2.0,2.0,有,無,11580000.0,64985.0,坡道平面,56.52,2050000.0,,RPSROLRJLHMFFAO17CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口L棟7樓,26.83,其他,,,1051221.0,土地1建物1車位2,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,201.51,3.0,2.0,2.0,有,無,12110000.0,68258.0,坡道平面,54.86,2100000.0,,RPTROLRJLHMFFAO27CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口L棟6樓,26.83,其他,,,1060103.0,土地1建物1車位2,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,201.51,3.0,2.0,2.0,有,無,11960000.0,67917.0,坡道平面,54.86,2000000.0,,RPVROLRJLHMFFAO47CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口L棟3樓,25.91,其他,,,1060108.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,174.08,3.0,2.0,2.0,有,無,10920000.0,65939.0,坡道平面,27.43,1250000.0,,RPWROLRJLHMFFAO57CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口L棟11樓,26.83,其他,,,1060218.0,土地1建物1車位2,十一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,201.51,3.0,2.0,2.0,有,無,11890000.0,67780.0,坡道平面,54.86,1950000.0,,RPXROLRJLHMFFAO67CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口L棟9樓,26.79,其他,,,1060103.0,土地1建物1車位2,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,200.85,3.0,2.0,2.0,有,無,11960000.0,68940.0,坡道平面,54.2,1850000.0,,RPOSOLRJLHMFFAO86CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口L棟10樓,26.79,其他,,,1051227.0,土地1建物1車位2,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,200.85,3.0,2.0,2.0,有,無,11990000.0,69144.0,坡道平面,54.2,1850000.0,,RPPSOLRJLHMFFAO96CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口L棟5樓,26.87,其他,,,1060112.0,土地1建物1車位2,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,203.17,3.0,2.0,2.0,有,無,11460000.0,67576.0,坡道平面,56.52,1550000.0,,RPQSOLRJLHMFFAO07CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口L棟2樓,25.91,其他,,,1060102.0,土地1建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,174.08,3.0,2.0,2.0,有,無,10580000.0,64303.0,坡道平面,27.43,1150000.0,,RPRSOLRJLHMFFAO17CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口K棟11樓,28.85,其他,,,1051227.0,土地1建物1車位2,十一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,214.77,3.0,2.0,2.0,有,無,12420000.0,67741.0,坡道平面,56.52,1700000.0,,RPSSOLRJLHMFFAO27CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口K棟7樓,28.8,其他,,,1051223.0,土地1建物1車位2,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,213.11,3.0,2.0,2.0,有,無,12790000.0,68183.0,坡道平面,54.86,2000000.0,,RPTSOLRJLHMFFAO37CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口K棟12樓,28.8,其他,,,1051223.0,土地1建物1車位2,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,213.11,3.0,2.0,2.0,有,無,12820000.0,68057.0,坡道平面,54.86,2050000.0,,RPUSOLRJLHMFFAO47CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口K棟9樓,28.8,其他,,,1051227.0,土地1建物1車位2,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,213.11,3.0,2.0,2.0,有,無,13030000.0,68436.0,坡道平面,54.86,2200000.0,,RPVSOLRJLHMFFAO57CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口K棟8樓,28.85,其他,,,1060109.0,土地1建物1車位2,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,212.45,3.0,2.0,2.0,有,無,12300000.0,66035.0,坡道平面,54.2,1850000.0,,RPXSOLRJLHMFFAO77CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口K棟10樓,28.8,其他,,,1051227.0,土地1建物1車位2,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,213.11,3.0,2.0,2.0,有,無,12940000.0,69131.0,坡道平面,54.86,2000000.0,,RPOTOLRJLHMFFAO96CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口K棟6樓,28.8,其他,,,1060104.0,土地1建物1車位2,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,213.11,3.0,2.0,2.0,有,無,13150000.0,67930.0,坡道平面,54.86,2400000.0,,RPPTOLRJLHMFFAO07CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口K棟13樓,28.8,其他,,,1051226.0,土地1建物1車位2,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,213.11,3.0,2.0,2.0,有,無,12720000.0,68057.0,坡道平面,54.86,1950000.0,,RPQTOLRJLHMFFAO17CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口K棟14樓,28.8,其他,,,1060104.0,土地1建物1車位2,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,213.11,3.0,2.0,2.0,有,無,12780000.0,66856.0,坡道平面,54.86,2200000.0,,RPRTOLRJLHMFFAO27CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口J棟12樓,21.97,其他,,,1051223.0,土地1建物1車位1,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.18,3.0,2.0,2.0,有,無,8260000.0,59374.0,坡道平面,27.43,1150000.0,,RPSTOLRJLHMFFAO37CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口J棟11樓,21.97,其他,,,1051222.0,土地1建物1車位1,十一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.18,3.0,2.0,2.0,有,無,8220000.0,59040.0,坡道平面,27.43,1150000.0,,RPTTOLRJLHMFFAO47CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口J棟9樓,21.97,其他,,,1051223.0,土地1建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.18,3.0,2.0,2.0,有,無,8240000.0,60042.0,坡道平面,27.43,1050000.0,,RPUTOLRJLHMFFAO57CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口J棟14樓,21.97,其他,,,1051223.0,土地1建物1車位1,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.18,3.0,2.0,2.0,有,無,8110000.0,58121.0,坡道平面,27.43,1150000.0,,RPVTOLRJLHMFFAO67CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口K棟4樓,27.88,其他,,,1051227.0,土地1建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,185.68,3.0,2.0,2.0,有,無,11530000.0,64961.0,坡道平面,27.43,1250000.0,,RPWTOLRJLHMFFAO77CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口K棟5樓,27.88,其他,,,1060104.0,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,185.68,3.0,2.0,2.0,有,無,11920000.0,67425.0,坡道平面,27.43,1250000.0,,RPXTOLRJLHMFFAO87CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口J棟13樓,21.97,其他,,,1051222.0,土地1建物1車位1,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.18,3.0,2.0,2.0,有,無,8160000.0,59374.0,坡道平面,27.43,1050000.0,,RPOUOLRJLHMFFAO07CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口J棟10樓,21.97,其他,,,1051222.0,土地1建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.18,3.0,2.0,2.0,有,無,8380000.0,60376.0,坡道平面,27.43,1150000.0,,RPPUOLRJLHMFFAO17CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口K棟3樓,27.88,其他,,,1051221.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,185.68,3.0,2.0,2.0,有,無,11480000.0,64645.0,坡道平面,27.43,1250000.0,,RPQUOLRJLHMFFAO27CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口K棟2樓,27.88,其他,,,1051221.0,土地1建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,185.68,3.0,2.0,2.0,有,無,10880000.0,60853.0,坡道平面,27.43,1250000.0,,RPRUOLRJLHMFFAO37CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口J棟5樓,21.97,其他,,,1051229.0,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.18,3.0,2.0,2.0,有,無,8180000.0,58706.0,坡道平面,27.43,1150000.0,,RPTUOLRJLHMFFAO57CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口J棟6樓,21.97,其他,,,1051227.0,土地1建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.18,3.0,2.0,2.0,有,無,8330000.0,59123.0,坡道平面,27.43,1250000.0,,RPUUOLRJLHMFFAO67CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口I棟12樓,14.42,其他,,,1051223.0,土地1建物1車位1,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.15,2.0,2.0,1.0,有,無,5740000.0,60085.0,坡道平面,27.43,950000.0,,RPVUOLRJLHMFFAO77CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口I棟14樓,14.42,其他,,,1051223.0,土地1建物1車位1,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.15,2.0,2.0,1.0,有,無,5740000.0,58831.0,坡道平面,27.43,1050000.0,,RPWUOLRJLHMFFAO87CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口J棟7樓,21.97,其他,,,1051221.0,土地1建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.18,3.0,2.0,2.0,有,無,8270000.0,59457.0,坡道平面,27.43,1150000.0,,RPXUOLRJLHMFFAO97CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口J棟8樓,21.97,其他,,,1051226.0,土地1建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.18,3.0,2.0,2.0,有,無,8310000.0,59791.0,坡道平面,27.43,1150000.0,,RPOVOLRJLHMFFAO17CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口J棟2樓,21.97,其他,,,1051230.0,土地1建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.18,3.0,2.0,2.0,有,無,7560000.0,53528.0,坡道平面,27.43,1150000.0,,RPPVOLRJLHMFFAO27CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口I棟13樓,14.42,其他,,,1051222.0,土地1建物1車位1,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.15,2.0,2.0,1.0,有,無,5840000.0,60085.0,坡道平面,27.43,1050000.0,,RPQVOLRJLHMFFAO37CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口J棟 4樓,21.97,其他,,,1051221.0,土地1建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.18,3.0,2.0,2.0,有,無,7900000.0,56367.0,坡道平面,27.43,1150000.0,,RPRVOLRJLHMFFAO47CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口J棟3,21.97,其他,,,1051222.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.18,3.0,2.0,2.0,有,無,7860000.0,56033.0,坡道平面,27.43,1150000.0,,RPSVOLRJLHMFFAO57CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,車位,新竹市新竹市忠孝路49巷D棟2樓,36.07,其他,,,1041116.0,土地0建物0車位1,,13.0,其他,住家用,鋼筋混凝土造,,233.16,0.0,0.0,0.0,有,無,1500000.0,,坡道平面,36.06,1500000.0,,RPPNMLOKLHMFFAO88EB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
